% Model:              magnetic_field_v4.mph
% Version:            COMSOL 5.3.0.316
% Date:               Oct 3 2018, 11:19
% Dimension:          2
% Nodes:              15976
% Expressions:        1
% Description:        Surface
% R                       Z                        Color
0                         -39.20058588077784       1.4862133265869774E-7
0                         -40                      1.052951362124491E-7
0.5213582017842942        -39.459314323522996      -2.1327301992349947E-4
0.7999999999997609        -40                      -3.258680634211195E-4
0                         -38.40117176155567       1.0729532511512215E-7
0.595591273003741         -38.79664673201876       -2.4674822657664994E-4
1.599999999999766         -40                      -6.484041831416914E-4
1.2111997359179694        -39.299339004818364      -4.948973352962318E-4
0                         -37.60175764233351       9.490636548921627E-8
0.6224742889433307        -38.006483883564016      -2.650411461977844E-4
2.399999999999771         -40                      -9.640449387694422E-4
2.04387377364898          -39.35705957799581       -8.28289738371268E-4
0                         -9.871213408371588       0.00879995412299508
0                         -9.982047079093181       -0.005672649659236297
0.0912026669163466        -9.925196082329327       0.3173331418404411
0                         -36.80234352311135       8.814380324662525E-8
0.6385055391467437        -37.20804077649813       -2.834132319689654E-4
3.1999999999997764        -40                      -0.0012696350253913447
2.822162178945073         -39.35088469802338       -0.0011318894441044816
0                         -10.091505955150755      -0.014817133692495923
0.090755629999034         -10.036161867220166      -0.8777943187669671
0                         -9.758987675675765       0.01060890581427316
0.08794227644019684       -9.811557263908014       1.2330219842873331
0                         -9.645352396819476       0.00881485605453515
0.090019114425207         -9.700347265249635       1.5865753489160523
0                         -9.529213929379505       0.005210572773338408
0.09427969867422477       -9.585823667630029       1.510022034823643
0                         -9.406061483645319       0.0014739128381578888
0.0997540721958466        -9.466731666671366       1.209992968833408
0                         -9.274978383568396       -0.0012612658476579806
0.10604048719970886       -9.340735554936954       0.865716767744742
0                         -9.135453918395655       -0.002373303772635737
0.1130654878974969        -9.206584984248567       0.5863632025197485
0                         -8.986944489107543       -0.00190890627812718
0.12014829860300219       -9.062961228981058       0.41624472098584203
0                         -36.00292940388918       9.911255884961095E-8
0.6413340965074362        -36.407347208958896      -3.006730104520778E-4
3.9999999999997815        -40                      -0.0015621994564852873
3.609175916348859         -39.347822253213394      -0.0014275423323383489
0                         -10.199607089668675      -0.011689470609811995
0.08793539989082394       -10.144818693435518      -1.623565234592526
0                         -8.828871490510666       -6.328897258889493E-4
0.12791388952028582       -8.907907989809104       0.35593022135646574
4.799999999999787         -40                      -0.0018390296875722743
4.407109547271154         -39.34942571296992       -0.0017127859099579177
0                         -35.20351528466702       1.1764838003508605E-7
0.6432947283071603        -35.60690087558812       -3.2255873148586447E-4
0                         -10.306367324242188      -0.005329203280351032
0.08670481776774072       -10.252263957919068      -1.8112179595163813
0.5                       -10                      -35.46085355877591
0.5                       -9.935                   34.287665767072134
0.4394369248670212        -9.966126214916727       -0.16357451354852662
0                         -8.66415487085231        1.5386054805907818E-4
0.13378706007724636       -8.751359159543997       0.35140802901148077
5.599999999999792         -40                      -0.0020977963808140984
5.203120102284765         -39.35100145404377       -0.0019803664839041597
0                         -34.40410116544486       1.4434216369817135E-7
0.644354681229045         -34.80622594667971       -3.496851147423889E-4
0                         -10.411880512576978      -0.004082937946140774
0.08928740947447306       -10.35766750718405       -1.7037741953558558
0.5647592519098956        -10                      -64.55584624772261
0.5334991387549052        -10.057097473408168      -38.21940225601333
0.5647592519098948        -9.935                   62.808277652849675
0.5360056028469172        -9.876252441516952       36.64278185816435
0                         -8.499275708762724       6.906753461930866E-5
0.13339988117993132       -8.58820425061816        0.33237641086892405
6.399999999999797         -40                      -0.0023365197371240727
6.001399366742142         -39.35187084447592       -0.002229559828887231
0                         -33.60468704622269       1.7779796673991756E-7
0.645462173567777         -34.00603203423817       -3.833747882280018E-4
0                         -32.80527292700053       2.2137842296269075E-7
0.646433073187089         -33.205976812886384      -4.2470991710189947E-4
0                         -10.523493488391118      -0.00451212439820934
0.09673460194295151       -10.468373963396347      -1.496514234202311
0                         -10.646826843972976      -0.0038081153555064398
0.10519701666476226       -10.587475844486868      -1.2148618682356935
0.6302407480901051        -10                      -63.742365365313255
0.5958529927493261        -10.057872619238674      -42.4487766379744
0.6302407480901043        -9.935                   61.99969347927007
0.5990735339945652        -9.877569528497633       40.75316677352574
0                         -8.334396546673144       -2.978963823918156E-4
0.13458243067586279       -8.422916491722807       0.29823271530960055
7.199999999999802         -40                      -0.0025536330760504524
6.80067946272881          -39.3521465046035        -0.0024580895297175854
0                         -32.00585880777837       2.8050745139341417E-7
0.6470444483926666        -32.405841551007285      -4.7501403531067724E-4
0                         -10.78311132602471       -0.002889191257687815
0.11519864670317326       -10.718151817398988      -0.9347622284392144
0.6950000000000001        -10                      -33.57428391095145
0.6591217528924842        -10.05847567781492       -36.223930506545884
0.6950000000000001        -9.935                   31.206549422748274
0.6615582939033979        -9.878250577217777       34.238558348364194
0                         -8.169517384583555       -3.9387945002767867E-4
0.13604329724998496       -8.256657027981323       0.25600352420510003
7.999999999999807         -40                      -0.0027479828196362677
7.599999999999805         -39.35221299796924       -0.002664265516702575
0                         -31.206444688556196      3.6319795948500607E-7
0.6472329930267833        -31.60557704457528       -5.360993384773016E-4
0                         -10.93370692086994       -0.002115989996660799
0.12704045078240037       -10.862363969682434      -0.6935221033922337
0                         -11.284027950788627      -9.75214947008524E-4
0                         -11.48728800274002       -6.13324308538837E-4
0.17255916091192758       -11.392127873189644      -0.2535535063830739
0                         -11.100116425792008      -0.0015033758318354143
0.1561944140666744        -11.197769273071723      -0.35795847580357854
0.1407607492512946        -11.021714717325118      -0.5020717793211131
0.7542030642399613        -9.96938298741595        -1.6459712713575894
0                         -8.004638222493966       -1.9952767092213872E-4
0.13907772391477882       -8.08968177466517        0.22290847202983363
8.799999999999812         -40                      -0.00291881207511236
8.39999999999981          -39.35221299796924       -0.0028472760572044384
9.599999999999817         -40                      -0.0030657538203201725
9.199999999999816         -39.35221299796924       -0.003006379886932883
0                         -11.711892212779688      -3.692841252254297E-4
0.19107582401042014       -11.607183273882162      -0.18342097579141167
0                         -30.40703056933404       4.775218907319273E-7
0.6470935631936016        -30.805128051085106      -6.104509976209636E-4
1                         -9                       -26.074334602052915
1                         -8.935                   27.02216542703552
0.9411802862958416        -8.966127476277137       0.9397978090062781
0                         -7.834783049360897       5.8615299373809014E-5
0.1440785530769382        -7.919763693522413       0.20370657247235435
10.399999999999823        -40                      -0.0031887984210946553
