% Model:              magnetic_field_v3.mph
% Version:            COMSOL 5.3.0.260
% Date:               Sep 25 2018, 10:45
% Dimension:          2
% Nodes:              22136
% Expressions:        1
% Description:        Surface
% R                       Z                        Color
0                         -29.399886095544645      1.9607053177787327E-6
0                         -30                      1.3994007325208916E-6
0.39059591988368253       -29.593112481672346      -0.006326724014915794
0.599999999999854         -30                      -0.009700053439830108
0                         -9.820817974916723       0.020242700668707998
0                         -9.935839806604003       0.013522719748290548
0.09765139305387625       -9.881243327110031       0.812807488958022
0                         -28.79977219108929       1.3030054026146825E-6
0.4465274292087787        -29.09631259520224       -0.007273557554509927
1.1999999999998578        -30                      -0.019356238680246194
0.90645217020978          -29.469363717614854      -0.01467559066973967
0                         -10.05086163829128       1.434362729809772E-4
0.09874001200182611       -9.99715697360158        -0.5025443927742567
0                         -9.705796143229447       0.013212104198703176
0.0963344881217866        -9.767539820236571       1.5707252892699295
0                         -9.590743734904715       0.00634033666069041
0.0914933129322737        -9.652781543733681       1.5899744913149085
0                         -9.469991087165033       0.0032443391841185504
0.0996852186603397        -9.53142718644844        1.4255515544859632
0                         -9.338740392229283       1.2666552862595123E-4
0.10713072530950725       -9.404984112045524       1.0744883449602014
0                         -28.199658286633934      1.0171670630739754E-6
0.4662313292723053        -28.50698576048985       -0.0076873325525228
1.7999999999998617        -30                      -0.02892081256855013
1.5317712349904553        -29.516945800025624      -0.02470854356970446
0                         -10.16588346997856       -0.009346455948829421
0.10270328315883424       -10.113333820098699      -1.7082354318585917
0                         -9.196078966218558       -0.002052693254332346
0.11577368129277288       -9.268958417296226       0.7339026219004922
0                         -27.59954438217858       8.717304025130802E-7
0.47746373377605184       -27.906659758562043      -0.008021189672165032
2.3999999999998654        -30                      -0.03835033994729146
2.115953621723361         -29.513555251784993      -0.0339749039164357
0                         -10.281836252668612      -0.00924939428557816
0.10460746771350227       -10.228140780715798      -2.1966802404003265
0.5                       -10                      -35.494320168200396
0.5                       -9.935                   34.04785695290951
0.4388303446496876        -9.967761824182961       -0.7828221845255477
0                         -9.04101477793841        -0.0026939102719796826
0.12611150325042264       -9.119929340664306       0.496179878124116
0                         -26.999430477723223      8.176620788415659E-7
0.47928274312011304       -27.30474367818395       -0.008254419499334474
2.9999999999998694        -30                      -0.04760236364671266
2.7054936314490217        -29.51079440855395       -0.04317420167204276
0                         -26.399316573267868      9.393213053004958E-7
0.4803907982012727        -26.705950364329908      -0.008531914745425447
0                         -25.799202668812512      1.2433723724919014E-6
0.4829817530979108        -26.10378775801229       -0.00890068890790622
0                         -10.401450958425722      -0.005102422710980037
0.10297332290630815       -10.343834752582888      -2.0123416426705987
0.5647592519098956        -10                      -64.58572517613045
0.5334444603977294        -10.056817321918258      -38.305620902477195
0.5647592519098948        -9.935                   62.81095269960596
0.5350079005489592        -9.876771653901272       36.58345356392396
0                         -8.876412948185267       -0.0017748732638768784
0.1373296080208274        -8.965177296104644       0.39640137156607613
3.5999999999998735        -30                      -0.056635713164408685
3.305540598021597         -29.51096939537831       -0.05233844514645883
0                         -25.199088764357157      1.657836249043025E-6
0.4840743014777405        -25.500876882770612      -0.009312752360328951
