% Model:              magnetic_field_v4_cyl_R40.mph
% Version:            COMSOL 5.3.0.316
% Date:               Oct 29 2018, 20:10
% Dimension:          2
% Nodes:              50141
% Expressions:        1
% Description:        Surface
% R                       Z                        Color
0                         11.065484758528527       2.990754436101677
0                         10.941236638903323       2.99615637257607
0                         10.81698851927812        3.001614204842299
0.11467439450454643       10.996941795209462       2.9941557425314596
0.11467439450454643       10.872693675584259       2.9997878274073826
0.22934878900909286       10.928398831890396       2.9975504433589655
0                         10.261084114851798       3.0155306382453944
0                         10.105969885845987       3.0168969450196985
0                         9.950855656840178        3.0192273189720678
0.146971788659918         10.168052216451294       3.017480778447501
0.146971788659918         10.012937987445483       3.0191727836249465
0.293943577319836         10.07502031805079        3.0195165856114583
0                         10.549346668231607       3.0100700732004477
0                         10.405215391541702       3.0131056990187823
0.14232084922785498       10.462686077268007       3.012283657752933
0.14232084922785498       10.318554800578102       3.014927933636547
0.28464169845570997       10.376025486304407       3.01389594119902
0                         10.683167593754863       3.005449399048983
0.12282836162864254       10.74704012140378        3.004840445334822
0.12282836162864254       10.613219195880523       3.008929105051862
0.24565672325728508       10.67709172352944        3.0080936453535556
0                         9.791495322371098        3.020329159102128
0                         9.63213498790202         3.020457232087388
0.15170436758038647       9.855352958803188        3.0197703822072075
0.15170436758038647       9.69599262433411         3.020282507718794
0.30340873516077294       9.7598502607662          3.0197521483938075
0                         11.296204956734252       2.9803572642781595
0                         11.180844857631389       2.985375979822877
0.10658860275429301       11.233939716715351       2.9828216721896395
0.10658860275429301       11.11857961761249        2.988339524821746
0.21317720550858602       11.171674476696452       2.985826778430658
0                         9.472774653432943        3.020307506060607
0                         9.313414318963865        3.0211420781101155
0.15207415096166493       9.538525319547109        3.021108217026349
0.15207415096166493       9.379164985078031        3.0214214195697147
0.30414830192332987       9.444915651192197        3.02212207030441
0                         11.510420713160414       2.9750838880069015
0                         11.403312834947332       2.977398625831285
0.09759126652499679       11.453813321704992       2.9738917587528415
0.09759126652499679       11.34670544349191        2.9776289995905074
0.19518253304999358       11.397205930249568       2.974577237379276
0                         9.154053984494787        3.0213413879728086
0                         8.994693650025708        3.0205804581735785
0.1496506325155667        9.221908386375755        3.020919653103969
0.1496506325155667        9.062548051906676        3.0205714273266806
0.2993012650311334        9.130402453787644        3.0201502263913094
0                         11.709312663922022       2.987781002668038
0                         11.609866688541217       2.9814290022366694
0.09008719569469054       11.657326286999167       2.9771447576553953
0.09008719569469054       11.557880311618362       2.972976070866107
0.18017439138938107       11.605339910076312       2.9702861550191897
0                         8.835333315556628        3.019965972764637
0                         8.675972981087549        3.0202971373777245
0.1494130432681412        8.902376028767392        3.0207566919307123
0.1494130432681412        8.743015694298313        3.020628078582581
0.2988260865362824        8.810058407509077        3.021348845864516
0                         11.893976988982466       3.0411356960798774
0                         11.801644826452243       3.014640989342343
0.08342754687443088       11.845941263795147       3.0120094930399057
0.08342754687443088       11.753609101264924       2.989088613234509
0.16685509374886176       11.797905538607829       2.9900651083593033
0                         8.51661264661847         3.0202276965036003
0                         8.357252312149392        3.0192026368355322
0.14876306971294734       8.583086340598559        3.0198138242504093
0.14876306971294734       8.423726006129481        3.019226577839178
0.2975261394258947        8.49019970010957         3.0188642593978163
0                         13.576235535934167       36.16959433558332
0                         13.502539812948847       37.51004249259149
0                         13.428844089963526       40.10356291588588
0.06596415525996616       13.537614368110125       39.04716837592771
0.06596415525996616       13.463918645124805       41.154180876034175
0.1319283105199323        13.498993200286083       42.05984352942598
0                         13.354803644848761       37.27146411602797
0                         13.280763199733999       35.02009836183502
0.06341573777699061       13.382594437584828       40.461204199876875
0.06341573777699061       13.308553992470065       37.30196198421954
0.12683147555398122       13.336344785206132       39.98569968159216
0.3833333333333333        13.590924539869807       56.004014022287606
0.3833333333333333        13.615462269934904       48.96651800420466
0.38333333333333336       13.64                    35.356334880731865
0.3604086516550866        13.601800689158498       49.605655011115395
0.3604086516550866        13.626338419223595       41.84981126647658
0.3374839699768399        13.61267683844719        43.429373202985126
0.38333333333333336       13.533416772225582       60.77434255408929
0.3833333333333333        13.562170656047694       58.542502118713216
0.35835217075577763       13.546384120317185       56.16351991985302
0.35835217075577763       13.575138004139298       53.52725088740269
0.3333710081782219        13.559351468408787       51.303880302348176
0.38333333333333336       13.24                    35.628104718229245
0.38333333333333336       13.264537730065099       49.01868275701958
0.38333333333333336       13.289075460130197       55.893071666557965
0.3591089725143456        13.25599839456943        42.40948033695945
0.3591089725143456        13.280536124634528       49.81132870404237
0.3348846116953578        13.271996789138859       44.17810873502657
0.38333333333333336       13.31782934395231        58.531938733446324
0.38333333333333336       13.346583227774422       60.77607781050071
0.35896728553579327       13.30772282613877        53.983317973295556
0.35896728553579327       13.336476709960882       56.506286450740504
0.3346012377382532        13.326370192147342       52.082958355620065
0.38333333333333336       13.471187327146698       62.34347931002184
0.38333333333333336       13.50230204968614        61.58813529069165
0.35744715571785585       13.486272465818303       58.87613035706693
0.35744715571785585       13.517387188357745       57.887358564685215
0.33156097810237833       13.501357604489906       55.289891518129174
0.38333333333333336       13.377697950313868       61.57267544970071
0.38333333333333336       13.408812672853314       62.322499870630416
0.3593337861677002        13.365898321109029       58.302293416034416
0.3593337861677002        13.397013043648474       59.192507717049835
0.33533423900206705       13.385213414443637       55.98954261668789
0.38333333333333336       13.440000000000005       62.38007783609389
0.358227624847394         13.426517936921677       59.51496249676887
0.358227624847394         13.457705264068368       59.49020822020253
0.33312191636145466       13.444223200990038       56.71969185211899
0                         12.065431453677768       3.1715813241788253
0                         11.979704221330117       3.1068371268586406
0.07880950381835142       12.020489818336276       3.1085760737089996
0.07880950381835142       11.934762585988626       3.0499443432715396
0.15761900763670283       11.975548182994785       3.0586512745021497
0                         8.197891977680314        3.018495072785692
0                         8.038531643211236        3.018745766628907
0.14994451726741967       8.26475308563187         3.0192688137476837
0.14994451726741967       8.105392751162793        3.0190657124460922
0.29988903453483934       8.172253859114349        3.0197750227067224
0.40708333333333335       13.64                    15.509346510181757
0.43083333333333335       13.64                    -4.773663787768952
0.3967407463172699        13.663958175076175       21.46719967467765
0.4204907463172699        13.663958175076175       5.001925689584926
0.41014815930120646       13.68791635015235        11.73329803496751
0                         13.722940747603545       26.390638015998846
0                         13.649588141768856       31.309415109275687
0.06646104500634274       13.687995933833633       29.0978569468085
0.06646104500634274       13.614643327998944       34.53984117788495
0.13292209001268548       13.653051120063724       32.15623139611684
0                         13.206376420003458       30.090296689515206
0                         13.131989640272918       24.7876792940701
0.06579280607743085       13.237629383083295       32.55379257753593
0.06579280607743085       13.163242603352755       26.914398710306592
0.1315856121548617        13.194495566432591       29.397418237586038
0.43083333333333335       13.24                    -4.666239065723181
0.40708333333333335       13.24                    15.529738478281466
0.41992186229012807       13.215494838576866       5.254814390470225
0.39617186229012813       13.215494838576866       21.66072551106035
0.40901039124692284       13.190989677153732       12.068119827271238
0.43083333333333335       13.615462269934902       -14.910150472299247
0.43083333333333335       13.590924539869803       -19.79465071994409
0.45273012366694254       13.626854182943733       -9.342193704329086
0.45273012366694254       13.602316452878634       -15.130184033757972
0.4746269140005517        13.613708365887465       -9.853057312205243
0                         12.224619721511502       3.4349483367537132
0                         12.145025587594635       3.304676342949308
0.07597865679754538       12.182793371280734       3.3147338725068503
0.07597865679754538       12.103199237363867       3.193890779856379
0.15195731359509076       12.140967021049969       3.2163828851457192
0                         7.8791713087421575       3.0186617773248465
0                         7.719810974273079        3.0176062275100617
0.15019298198462464       7.94480825489023         3.0182073311431665
0.15019298198462464       7.785447920421151        3.017609211546618
0.30038596396924927       7.851084866569224        3.0171976246456222
1.1500000000000001        12.106409884342622       3.982772392388025
1.1500000000000001        12.123204942171311       3.5453352072335207
1.1500000000000001        12.14                    2.717578712698613
1.133312933974457         12.11517277721125        3.5626350083963523
1.133312933974457         12.131967835039939       3.0806543738769285
1.1166258679489136        12.123935670079877       3.1446638080687332
1.1500000000000001        11.82                    2.837064012424367
1.1500000000000001        11.836795057828692       3.658059085210502
1.1500000000000001        11.853590115657381       4.072981245923885
1.1346657512903273        11.829052913246088       3.2361120201756286
1.1346657512903273        11.845847971074779       3.69878517062243
1.1193315025806543        11.838105826492175       3.3284511960293592
1.1500000000000001        12.066836194440995       4.239379581927733
1.1500000000000001        12.086623039391808       4.11343096344616
1.13173936954676          12.077565361353475       3.92813932470708
1.13173936954676          12.09735220630429        3.7770561450538276
